------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	O         15.99899960
  4.	N         14.00699997
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       O       N


    863. CH2OHCH2CHO + RC7H5O3  => 0.5OH + 0.5CO2 + 0.5C2H5 + 0.5C2H3CHO + C7H6O3 
         k:       4.000000e+04	    2.00      12500.00


    864. H + CH2OHCH2CHO  => H2 + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       1.110000e+07	    2.00       4000.00


    865. CH3 + CH2OHCH2CHO  => CH4 + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       1.110000e+05	    2.00       5000.00


    866. C2H3 + CH2OHCH2CHO  => 0.2CH2O + 0.8HCO + C2H4 + 0.8CH3CHO + 0.2CH2CHO 
         k:       2.508600e+05	    2.00       3900.00


    867. C2H5 + CH2OHCH2CHO  => C2H6 + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       7.400000e+04	    2.00       6700.00


    868. C3H5-A + CH2OHCH2CHO  => 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO + C3H6 
         k:       1.994300e+05	    2.00      12800.00


    869. C5H5 + CH2OHCH2CHO  => 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO + C5H6 
         k:       1.258000e+05	    2.00      14000.00


    870. O + CH2OHCH2CHO  => OH + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       8.695000e+06	    2.00       2500.00


    871. O2 + CH2OHCH2CHO  => HO2 + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       6.290000e+06	    2.00      44000.00


    872. OH + CH2OHCH2CHO  => H2O + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       5.550000e+09	    1.00         50.00


    873. HO2 + CH2OHCH2CHO  => H2O2 + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       2.960000e+06	    2.00      16000.00


    874. CH3O + CH2OHCH2CHO  => CH3OH + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       1.583600e+05	    2.00       1500.00


    875. CH2OH + CH2OHCH2CHO  => CH3OH + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       1.047100e+05	    2.00      10200.00


    876. HCO + CH2OHCH2CHO  => 1.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       4.662000e+05	    2.00      12300.00


    877. CH3CO + CH2OHCH2CHO  => 0.2CH2O + 0.8HCO + 1.8CH3CHO + 0.2CH2CHO 
         k:       4.995000e+05	    2.00      14000.00


    878. CH2CHO + CH2OHCH2CHO  => 0.2CH2O + 0.8HCO + 1.8CH3CHO + 0.2CH2CHO 
         k:       8.510000e+04	    2.00      11500.00


    879. C3H3 + CH2OHCH2CHO  => 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO + C3H4-A 
         k:       9.990000e+04	    2.00      14000.00


    880. HCCO + CH2OHCH2CHO  => 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO + CH2CO 
         k:       1.583600e+05	    2.00       5200.00


    881. CH2OHCH2CHO + C6H5O  => C6H5OH + 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO 
         k:       1.998000e+05	    2.00      12500.00


    882. CH2OHCH2CHO + RC7H5O3  => 0.2CH2O + 0.8HCO + 0.8CH3CHO + 0.2CH2CHO + C7H6O3 
         k:       7.400000e+04	    2.00      12500.00


    883. C3H6 + C3H3  => CH3 + C5H6 
         k:       2.000000e+11	    0.00      15000.00


    884. C4H8-1 + C4H71-3  => H2 + C2H5 + CYC6H8 
         k:       2.500000e+10	    0.00      12500.00


    885. 2C4H71-3  = C4H8-1 + C4H6 
         k:       6.000000e+11	    0.00          0.00


    886. C4H71-3  = C2H4 + C2H3 
         k:       1.500000e+13	    0.00      50000.00


    887. O2 + C4H71-3  => CH3O + C2H3CHO 
         k:       2.000000e+13	    0.00      16000.00


    888. C3H5-A + C3H4-P  = H + CYC6H8 
         k:       1.500000e+11	    0.00      15000.00


    889. C3H5-A + C3H4-A  = H + CYC6H8 
         k:       1.500000e+11	    0.00      15000.00


    890. C3H5-A + C4H6  = CH3 + CYC6H8 
         k:       1.000000e+11	    0.00      15000.00


    891. C5H7  = H + C5H6 
         k:       5.000000e+12	    0.00      35000.00


    892. O2 + C5H7  => OH + CO + C4H6 
         k:       1.000000e+11	    0.00          0.00


    893. C2H2 + C3H5-A  => C5H7 
         k:       1.500000e+11	    0.00      13000.00


    894. C2H4 + C3H5-A  => H2 + C5H7 
         k:       2.000000e+10	    0.00      19000.00


    895. OH + C5H7  => CH2O + C4H6 
         k:       2.000000e+12	    0.00          0.00


    896. H + C6H5O  => C6H5OH 
         k:       2.450000e+42	   -8.41      11212.03
         Pressure Logarithmic Interpolation
         1	1.000000e-01	2.450000e+42	   -8.41      11212.03
         2	1.000000e+00	2.160000e+33	   -5.65       7613.88
         3	1.000000e+01	4.110000e+27	   -3.92       5237.29
         4	1.000000e+02	1.500000e+25	   -3.18       4210.98
         5	1.000000e+03	4.120000e+24	   -3.01       3984.37
         6	1.000000e+04	3.030000e+24	   -2.97       3936.58


    897. C6H5OH  => H + C6H5O 
         k:       8.290000e+48	   -9.92     102202.37
         Pressure Logarithmic Interpolation
         1	1.000000e-01	8.290000e+48	   -9.92     102202.40
         2	1.000000e+00	6.580000e+38	   -6.88      97737.57
         3	1.000000e+01	1.320000e+32	   -4.88      94606.07
         4	1.000000e+02	1.140000e+29	   -3.97      93140.28
         5	1.000000e+03	2.470000e+28	   -3.77      92838.94
         6	1.000000e+04	1.790000e+28	   -3.73      92788.49


    898. C6H5OH + H  => H2 + C6H5O 
         k:       4.810000e+00	    3.81       3923.94


    899. C6H5OH + H  => H2 + C6H5O 
         k:       2.140000e+06	    2.27      12885.38


    900. H2 + C6H5O  => C6H5OH + H 
         k:       7.080000e-02	    4.20      19965.36


    901. C6H5OH + CH3  => CH4 + C6H5O 
         k:       1.440000e+04	    2.49       5049.56


    902. C6H5OH + CH3  => CH4 + C6H5O 
         k:       1.510000e+01	    3.47      12971.93


    903. CH4 + C6H5O  => C6H5OH + CH3 
         k:       1.900000e+04	    2.79      21955.27


    904. C6H5OH + O  = OH + C6H5O 
         k:       1.640000e+07	    1.64       3795.64


    905. C6H5OH + OH  = H2O + C6H5O 
         k:       1.510000e+07	    1.86        699.05


    906. C6H5OH + O2  => HO2 + C6H5O 
         k:       8.920000e+06	    1.70      30497.10


    907. HO2 + C6H5O  => C6H5OH + O2 
         k:       5.000000e+11	    0.00          0.00
         Pressure Logarithmic Interpolation
         1	1.000000e-01	4.750000e+05	    1.71      -4099.00
         2	1.000000e+00	3.250000e+05	    1.75      -4223.00
         3	1.000000e+03	5.000000e+11	    0.00          0.00


    908. C6H5OH + C5H5  = C5H6 + C6H5O 
         k:       3.000000e+12	    0.00      25000.00


    909. CH3 + CYC5H4O  => CO + C5H7 
         k:       6.000000e+09	    0.00       7600.00


    910. OH + C6H5O  => H + HCO + CYC5H4O 
         k:       3.000000e+12	    0.00          0.00


    911. H + CYC5H4O  => H2 + CO + C4H3 
         k:       4.200000e+07	    2.00       9705.55


    912. CH3 + CYC5H4O  => CH4 + CO + C4H3 
         k:       4.200000e+05	    2.00      10934.70


    913. C2H3 + CYC5H4O  => CO + C2H4 + C4H3 
         k:       9.492000e+05	    2.00       9581.60


    914. C2H5 + CYC5H4O  => C2H6 + CO + C4H3 
         k:       2.800000e+05	    2.00      12987.97


    915. C3H5-A + CYC5H4O  => CO + C3H6 + C4H3 
         k:       7.546000e+05	    2.00      20110.38


    916. C5H5 + CYC5H4O  => CO + C4H3 + C5H6 
         k:       4.760000e+05	    2.00      21480.69


    917. O + CYC5H4O  => OH + CO + C4H3 
         k:       3.290000e+07	    2.00       7822.71


    918. O2 + CYC5H4O  => HO2 + CO + C4H3 
         k:       2.380000e+07	    2.00      54376.43


    919. OH + CYC5H4O  => H2O + CO + C4H3 
         k:       2.100000e+10	    1.00       3670.39


    920. HO2 + CYC5H4O  => H2O2 + CO + C4H3 
         k:       1.120000e+07	    2.00      23748.43


    921. CH3O + CYC5H4O  => CH3OH + CO + C4H3 
         k:       5.992000e+05	    2.00       6533.22


    922. CH2OH + CYC5H4O  => CH3OH + CO + C4H3 
         k:       3.962000e+05	    2.00      17111.32


    923. HCO + CYC5H4O  => CO + CH2O + C4H3 
         k:       1.764000e+06	    2.00      19537.02


    924. CH3CO + CYC5H4O  => CO + CH3CHO + C4H3 
         k:       1.890000e+06	    2.00      21480.69


    925. CH2CHO + CYC5H4O  => CO + CH3CHO + C4H3 
         k:       3.220000e+05	    2.00      18616.45


    926. C3H3 + CYC5H4O  => CO + C3H4-A + C4H3 
         k:       3.780000e+05	    2.00      21480.69


    927. HCCO + CYC5H4O  => CO + CH2CO + C4H3 
         k:       5.992000e+05	    2.00      11178.46


    928. C6H5O + CYC5H4O  => C6H5OH + CO + C4H3 
         k:       7.560000e+05	    2.00      19766.54


    929. CYC5H4O + RC7H5O3  => CO + C4H3 + C7H6O3 
         k:       2.800000e+05	    2.00      19766.54


    930. C6H5OH  => CO + C5H6 
         k:       9.190000e+28	   -4.66      80341.64
         Pressure Logarithmic Interpolation
         1	1.000000e-01	9.190000e+28	   -4.66      80341.64
         2	1.000000e+00	9.300000e+23	   -3.12      78585.21
         3	1.000000e+01	5.790000e+21	   -2.42      78075.96
         4	1.000000e+02	3.280000e+19	   -1.76      77021.29
         5	1.000000e+03	4.880000e+19	   -1.80      77221.99
         6	1.000000e+04	1.260000e+20	   -1.93      77370.12


    931. CO + C5H6  => C6H5OH 
         k:       1.840000e+22	   -3.44      54056.46
         Pressure Logarithmic Interpolation
         1	1.000000e-01	1.840000e+22	   -3.44      54056.46
         2	1.000000e+00	7.930000e+16	   -1.79      52171.44
         3	1.000000e+01	2.990000e+13	   -0.74      50931.76
         4	1.000000e+02	9.400000e+11	   -0.28      50373.33
         5	1.000000e+03	4.060000e+11	   -0.18      50226.00
         6	1.000000e+04	1.000000e+12	   -0.30      50335.40


    932. C6H5O  => CO + C5H5 
         k:       9.790000e+30	   -5.37      58903.82
         Pressure Logarithmic Interpolation
         1	1.000000e-01	9.790000e+30	   -5.37      58903.82
         2	1.000000e+00	3.450000e+25	   -3.62      57325.88
         3	1.000000e+01	3.530000e+21	   -2.36      56116.65
         4	1.000000e+02	5.210000e+16	   -0.87      54427.54
         5	1.000000e+03	3.510000e+14	   -0.20      53637.41
         6	1.000000e+04	9.560000e+13	   -0.03      53418.83


    933. CO + C5H5  => C6H5O 
         k:       3.630000e+23	   -4.03      35739.56
         Pressure Logarithmic Interpolation
         1	1.000000e-01	3.620000e+23	   -4.03      35739.16
         2	1.000000e+00	9.870000e+09	    0.06      29644.99
         3	1.000000e+01	4.520000e+00	    2.83      24990.59
         4	1.000000e+02	9.560000e+05	    1.44      29452.80
         5	1.000000e+03	1.760000e-07	    5.10      22216.61
         6	1.000000e+04	1.070000e-08	    5.46      21627.69


    934. H + C6H5O  => CO + C5H6 
         k:       4.470000e+05	    2.27        873.63
         Pressure Logarithmic Interpolation
         1	1.000000e-01	4.470000e+05	    2.27        873.63
         2	1.000000e+00	1.940000e+11	    0.31       3493.75
         3	1.000000e+01	3.850000e+19	  -12.28     -26471.03
         4	1.000000e+02	1.030000e+31	   -4.84      18368.11
         5	1.000000e+03	1.540000e+49	   -9.65      29625.98
         6	1.000000e+04	4.740000e+76	  -17.62      45444.16


    935. H + C6H5O  => CO + C5H6 
         k:       6.600000e+35	   -5.95      19123.91
         Pressure Logarithmic Interpolation
         1	1.000000e-01	6.600000e+35	   -5.95      19123.91
         2	1.000000e+00	7.260000e+34	   -5.67      18931.94
         3	1.000000e+01	1.200000e+30	   -4.28      16757.75
         4	1.000000e+02	1.170000e+32	   -4.84      18409.07
         5	1.000000e+03	5.400000e+34	  -17.00     -16981.85
         6	1.000000e+04	1.140000e+26	   -2.96      23880.82


    936. CO + C5H6  => H + C6H5O 
         k:       1.090000e+16	   -0.72      70775.09
         Pressure Logarithmic Interpolation
         1	1.000000e-01	1.090000e+16	   -0.72      70775.09
         2	1.000000e+00	3.810000e+19	   -1.71      73650.43
         3	1.000000e+01	4.760000e+24	   -3.15      76950.78
         4	1.000000e+02	4.610000e+30	   -4.85      80641.99
         5	1.000000e+03	1.520000e+33	   -5.56      82224.02
         6	1.000000e+04	4.230000e+33	   -5.70      82365.49


    937. HO2 + C6H5O  => OH + CO + HCO + 2C2H2 
         k:       1.000000e+12	    0.00       6000.00


    938. C2H2 + C4H6  => CYC6H8 
         k:       1.500000e+11	    0.00      22500.00


    939. C3H6 + C4H6  => H + CH3 + CYC6H8 
         k:       2.500000e+10	    0.00      30000.00


    940. C6H5OH + C2H3  => C2H4 + C6H5O 
         k:       2.712000e+05	    2.00       2966.72


    941. C6H5OH + C2H5  => C2H6 + C6H5O 
         k:       8.000000e+04	    2.00       5320.11


    942. C6H5OH + C3H5-A  => C3H6 + C6H5O 
         k:       2.156000e+05	    2.00      10972.41


    943. C6H5OH + HO2  => H2O2 + C6H5O 
         k:       3.200000e+06	    2.00      13730.14


    944. C6H5OH + CH3O  => CH3OH + C6H5O 
         k:       1.712000e+05	    2.00        433.80


    945. C6H5OH + CH2OH  => CH3OH + C6H5O 
         k:       1.132000e+05	    2.00       8664.28


    946. C6H5OH + HCO  => CH2O + C6H5O 
         k:       5.040000e+05	    2.00      10374.11


    947. C6H5OH + CH3CO  => CH3CHO + C6H5O 
         k:       5.400000e+05	    2.00      12013.19


    948. C6H5OH + CH2CHO  => CH3CHO + C6H5O 
         k:       9.200000e+04	    2.00       9604.25


    949. C6H5OH + C3H3  => C3H4-A + C6H5O 
         k:       1.080000e+05	    2.00      12616.95


    950. C6H5OH + HCCO  => CH2CO + C6H5O 
         k:       1.712000e+05	    2.00       4192.51


    951. C6H5OH + RC7H5O3  => C6H5O + C7H6O3 
         k:       8.000000e+04	    2.00      10566.73


    952. O2 + C5H5  => O + C5H5O 
         k:       1.500000e+11	    0.00      19000.00


    953. C10H7O  = CO + INDENYL 
         k:       1.250000e+11	    0.00      43000.00


    954. C5H5O  => H + CYC5H4O 
         k:       1.000000e+13	    0.00      52000.00


    955. OH + C10H7OH  = H2O + C10H7O 
         k:       1.000000e+14	    0.00        630.00


    956. H + C10H7OH  => H2 + C10H7O 
         k:       3.000000e+07	    2.00       6349.34


    957. CH3 + C10H7OH  => CH4 + C10H7O 
         k:       3.000000e+05	    2.00       7443.70


    958. C2H3 + C10H7OH  => C2H4 + C10H7O 
         k:       6.780000e+05	    2.00       6239.48


    959. C2H5 + C10H7OH  => C2H6 + C10H7O 
         k:       2.000000e+05	    2.00       9289.16


    960. C3H5-A + C10H7OH  => C3H6 + C10H7O 
         k:       5.390000e+05	    2.00      15810.16


    961. C5H5 + C10H7OH  => C5H6 + C10H7O 
         k:       3.400000e+05	    2.00      17080.28


    962. O + C10H7OH  => OH + C10H7O 
         k:       2.350000e+07	    2.00       4691.70


    963. O2 + C10H7OH  => HO2 + C10H7O 
         k:       1.700000e+07	    2.00      48272.65


    964. HO2 + C10H7OH  => H2O2 + C10H7O 
         k:       8.000000e+06	    2.00      19190.53


    965. CH3O + C10H7OH  => CH3OH + C10H7O 
         k:       4.280000e+05	    2.00       3572.50


    966. CH2OH + C10H7OH  => CH3OH + C10H7O 
         k:       2.830000e+05	    2.00      13045.84


    967. HCO + C10H7OH  => CH2O + C10H7O 
         k:       1.260000e+06	    2.00      15279.95


    968. CH3CO + C10H7OH  => CH3CHO + C10H7O 
         k:       1.350000e+06	    2.00      17080.28


    969. CH2CHO + C10H7OH  => CH3CHO + C10H7O 
         k:       2.300000e+05	    2.00      14430.30


    970. C3H3 + C10H7OH  => C3H4-A + C10H7O 
         k:       2.700000e+05	    2.00      17080.28


    971. HCCO + C10H7OH  => CH2CO + C10H7O 
         k:       4.280000e+05	    2.00       7661.72


    972. C6H5O + C10H7OH  => C6H5OH + C10H7O 
         k:       5.400000e+05	    2.00      15492.11


    973. C10H7OH + RC7H5O3  => C10H7O + C7H6O3 
         k:       2.000000e+05	    2.00      15492.11


    974. CH3 + C6H5O +M  = CRESOL +M 
         k:       1.000000e+15	    0.00     -10000.00


    975. H + C10H7O  = C10H7OH 
         k:       1.500000e+14	    0.00          0.00


    976. CRESOL + H  = C6H5OH + CH3 
         k:       1.500000e+13	    0.00       5000.00


    977. INDENYL  => C4H2 + C5H5 
         k:       1.000000e+13	    0.00      78000.00


    978. C3H4O3  => H + HCO + CHOCHO 
         k:       1.000000e+16	    0.00      77000.00


    979. C4H6O2  = 2CH3CO 
         k:       1.000000e+16	    0.00      72000.00


    980. C6H6O3  => H + HCO + FURFURAL 
         k:       4.000000e+16	    0.00      78000.00


    981. C6H6O3  = CH2O + FURFURAL 
         k:       1.000000e+14	    0.00      63000.00


    982. C4H3O  => CO + C3H3 
         k:       7.000000e+11	    0.00      38000.00


    983. C4H3O  => C2H2 + HCCO 
         k:       1.500000e+12	    0.00      38000.00


    984. C4H3O  => C2H + CH2CO 
         k:       1.500000e+12	    0.00      38000.00


    985. OH + C4H3O  => CO + CH2O + C2H2 
         k:       5.000000e+12	    0.00          0.00


    986. C6H10O5  => OH + HCO + CH2OHCHO + C2H3CHO 
         k:       5.000000e+16	    0.00      80000.00


    987. C6H10O5  => 2OH + CH2CO + C4H6O2 
         k:       2.500000e+16	    0.00      88000.00


    988. C6H10O5  => H2O + C6H8O4 
         k:       1.500000e+14	    0.00      64000.00


    989. C6H10O5  => 2H2O + C6H6O3 
         k:       1.500000e+14	    0.00      64000.00


    990. C6H10O5  => CH2OHCH2CHO + C3H4O3 
         k:       1.700000e+13	    0.00      65000.00


    991. C6H10O5  => CO2 + C2H4 + CH3CHO + HCOOH 
         k:       2.000000e+14	    0.00      64000.00


    992. C6H8O4  => H2O + C6H6O3 
         k:       1.000000e+14	    0.00      65000.00


    993. C5H8O4  => HCO + CH2CHO + CH2OHCHO 
         k:       1.700000e+16	    0.00      82000.00


    994. C5H8O4  => 2H2O + FURFURAL 
         k:       1.000000e+14	    0.00      65000.00


    995. C5H8O4  = CHOCHO + CH2OHCH2CHO 
         k:       1.000000e+14	    0.00      65000.00


    996. FURFURAL  => 2CO + C3H4-A 
         k:       2.500000e+16	    0.00      81000.00


    997. FURFURAL  => CO + C2H2 + CH2CO 
         k:       5.000000e+15	    0.00      81000.00


    998. H + C3H4O3  => H2 + H + CO + CHOCHO 
         k:       2.400000e+07	    2.00       2573.61


    999. CH3 + C3H4O3  => CH4 + H + CO + CHOCHO 
         k:       2.400000e+05	    2.00       3516.32


   1000. C2H3 + C3H4O3  => H + CO + C2H4 + CHOCHO 
         k:       5.424000e+05	    2.00       2479.60


   1001. C2H5 + C3H4O3  => C2H6 + H + CO + CHOCHO 
         k:       1.600000e+05	    2.00       5128.01


   1002. C3H5-A + C3H4O3  => H + CO + CHOCHO + C3H6 
         k:       4.312000e+05	    2.00      10972.41


   1003. C5H5 + C3H4O3  => H + CO + CHOCHO + C5H6 
         k:       2.720000e+05	    2.00      12129.83


   1004. O + C3H4O3  => H + OH + CO + CHOCHO 
         k:       1.880000e+07	    2.00       1169.32


   1005. O2 + C3H4O3  => H + HO2 + CO + CHOCHO 
         k:       1.360000e+07	    2.00      41405.89


   1006. OH + C3H4O3  => H + H2O + CO + CHOCHO 
         k:       1.200000e+10	    1.00       -855.10


   1007. HO2 + C3H4O3  => H + H2O2 + CO + CHOCHO 
         k:       6.400000e+06	    2.00      14062.89


   1008. CH3O + C3H4O3  => CH3OH + H + CO + CHOCHO 
         k:       3.424000e+05	    2.00        241.70


   1009. CH2OH + C3H4O3  => CH3OH + H + CO + CHOCHO 
         k:       2.264000e+05	    2.00       8472.17


   1010. HCO + C3H4O3  => H + CO + CH2O + CHOCHO 
         k:       1.008000e+06	    2.00      10490.75


   1011. CH3CO + C3H4O3  => H + CO + CH3CHO + CHOCHO 
         k:       1.080000e+06	    2.00      12129.83


   1012. CH2CHO + C3H4O3  => H + CO + CH3CHO + CHOCHO 
         k:       1.840000e+05	    2.00       9720.89


   1013. C3H3 + C3H4O3  => H + CO + CHOCHO + C3H4-A 
         k:       2.160000e+05	    2.00      12129.83


   1014. HCCO + C3H4O3  => H + CO + CH2CO + CHOCHO 
         k:       3.424000e+05	    2.00       3705.38


   1015. C6H5O + C3H4O3  => C6H5OH + H + CO + CHOCHO 
         k:       4.320000e+05	    2.00      10683.36


   1016. C3H4O3 + RC7H5O3  => H + CO + CHOCHO + C7H6O3 
         k:       1.600000e+05	    2.00      10683.36


   1017. H + C6H6O3  => H2 + H + CO + FURFURAL 
         k:       1.200000e+07	    2.00       2573.61


   1018. CH3 + C6H6O3  => CH4 + H + CO + FURFURAL 
         k:       1.200000e+05	    2.00       3516.32


   1019. C2H3 + C6H6O3  => H + CO + C2H4 + FURFURAL 
         k:       2.712000e+05	    2.00       2479.60


   1020. C2H5 + C6H6O3  => C2H6 + H + CO + FURFURAL 
         k:       8.000000e+04	    2.00       5128.01


   1021. C3H5-A + C6H6O3  => H + CO + C3H6 + FURFURAL 
         k:       2.156000e+05	    2.00      10972.41


   1022. C5H5 + C6H6O3  => H + CO + C5H6 + FURFURAL 
         k:       1.360000e+05	    2.00      12129.83


   1023. O + C6H6O3  => H + OH + CO + FURFURAL 
         k:       9.400000e+06	    2.00       1169.32


   1024. O2 + C6H6O3  => H + HO2 + CO + FURFURAL 
         k:       6.800000e+06	    2.00      41405.89


   1025. OH + C6H6O3  => H + H2O + CO + FURFURAL 
         k:       6.000000e+09	    1.00       -855.10


   1026. HO2 + C6H6O3  => H + H2O2 + CO + FURFURAL 
         k:       3.200000e+06	    2.00      14062.89


   1027. CH3O + C6H6O3  => CH3OH + H + CO + FURFURAL 
         k:       1.712000e+05	    2.00        241.70


   1028. CH2OH + C6H6O3  => CH3OH + H + CO + FURFURAL 
         k:       1.132000e+05	    2.00       8472.17


   1029. HCO + C6H6O3  => H + CO + CH2O + FURFURAL 
         k:       5.040000e+05	    2.00      10490.75


   1030. CH3CO + C6H6O3  => H + CO + CH3CHO + FURFURAL 
         k:       5.400000e+05	    2.00      12129.83


   1031. CH2CHO + C6H6O3  => H + CO + CH3CHO + FURFURAL 
         k:       9.200000e+04	    2.00       9720.89


   1032. C3H3 + C6H6O3  => H + CO + C3H4-A + FURFURAL 
         k:       1.080000e+05	    2.00      12129.83


   1033. HCCO + C6H6O3  => H + CO + CH2CO + FURFURAL 
         k:       1.712000e+05	    2.00       3705.38


   1034. C6H5O + C6H6O3  => C6H5OH + H + CO + FURFURAL 
         k:       2.160000e+05	    2.00      10683.36


   1035. C6H6O3 + RC7H5O3  => H + CO + FURFURAL + C7H6O3 
         k:       8.000000e+04	    2.00      10683.36


   1036. H + FURFURAL  => H2 + CO + C4H3O 
         k:       1.800000e+07	    2.00       2573.61


   1037. CH3 + FURFURAL  => CH4 + CO + C4H3O 
         k:       1.800000e+05	    2.00       3516.32


   1038. C2H3 + FURFURAL  => CO + C2H4 + C4H3O 
         k:       4.068000e+05	    2.00       2479.60


   1039. C2H5 + FURFURAL  => C2H6 + CO + C4H3O 
         k:       1.200000e+05	    2.00       5128.01


   1040. C3H5-A + FURFURAL  => CO + C3H6 + C4H3O 
         k:       3.234000e+05	    2.00      10972.41


   1041. C5H5 + FURFURAL  => CO + C5H6 + C4H3O 
         k:       2.040000e+05	    2.00      12129.83


   1042. O + FURFURAL  => OH + CO + C4H3O 
         k:       1.410000e+07	    2.00       1169.32


   1043. O2 + FURFURAL  => HO2 + CO + C4H3O 
         k:       1.020000e+07	    2.00      41405.89


   1044. OH + FURFURAL  => H2O + CO + C4H3O 
         k:       9.000000e+09	    1.00       -855.10


   1045. HO2 + FURFURAL  => H2O2 + CO + C4H3O 
         k:       4.800000e+06	    2.00      14062.89


   1046. CH3O + FURFURAL  => CH3OH + CO + C4H3O 
         k:       2.568000e+05	    2.00        241.70


   1047. CH2OH + FURFURAL  => CH3OH + CO + C4H3O 
         k:       1.698000e+05	    2.00       8472.17


   1048. HCO + FURFURAL  => CO + CH2O + C4H3O 
         k:       7.560000e+05	    2.00      10490.75


   1049. CH3CO + FURFURAL  => CO + CH3CHO + C4H3O 
         k:       8.100000e+05	    2.00      12129.83


   1050. CH2CHO + FURFURAL  => CO + CH3CHO + C4H3O 
         k:       1.380000e+05	    2.00       9720.89


   1051. C3H3 + FURFURAL  => CO + C3H4-A + C4H3O 
         k:       1.620000e+05	    2.00      12129.83


   1052. HCCO + FURFURAL  => CO + CH2CO + C4H3O 
         k:       2.568000e+05	    2.00       3705.38


   1053. C6H5O + FURFURAL  => C6H5OH + CO + C4H3O 
         k:       3.240000e+05	    2.00      10683.36


   1054. FURFURAL + RC7H5O3  => CO + C4H3O + C7H6O3 
         k:       1.200000e+05	    2.00      10683.36


   1055. H + C6H10O5  => H2 + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       1.200000e+07	    2.00       4000.00


   1056. CH3 + C6H10O5  => CH4 + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       1.200000e+05	    2.00       5000.00


   1057. C2H3 + C6H10O5  => 1.75CH2O + C2H4 + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       2.712000e+05	    2.00       3900.00


   1058. C2H5 + C6H10O5  => C2H6 + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       8.000000e+04	    2.00       6700.00


   1059. C3H5-A + C6H10O5  => 1.75CH2O + CH2CHO + 0.75CHOCHO + C3H6 + 0.25C3H4O3 
         k:       2.156000e+05	    2.00      12800.00


   1060. C5H5 + C6H10O5  => 1.75CH2O + CH2CHO + 0.75CHOCHO + C5H6 + 0.25C3H4O3 
         k:       1.360000e+05	    2.00      14000.00


   1061. O + C6H10O5  => OH + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       9.400000e+06	    2.00       2500.00


   1062. O2 + C6H10O5  => HO2 + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       6.800000e+06	    2.00      44000.00


   1063. OH + C6H10O5  => H2O + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       6.000000e+09	    1.00         50.00


   1064. HO2 + C6H10O5  => H2O2 + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
         k:       3.200000e+06	    2.00      16000.00


   1065. CH3O + C6H10O5  => CH3OH + 1.75CH2O + CH2CHO + 0.75CHOCHO + 0.25C3H4O3 
